Carregando dados de treinamento...
Carregando dados de validação...
Features no treinamento: 20
Amostras de treinamento: 2488
Features na validação:   20
Amostras de validação:   339

[Run 1/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 377/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 378/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 379/1000] Treinando... F1-base = 75.4967% | Acc = 89.0855%
[Run 380/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 381/1000] Treinando... F1-base = 77.1242% | Acc = 89.6755%
[Run 382/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 383/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 384/1000] Treinando... F1-base = 77.6316% | Acc = 89.9705%
[Run 385/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 386/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 387/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 388/1000] Treinando... F1-base = 74.3243% | Acc = 88.7906%
[Run 389/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 390/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 391/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 392/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 393/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 394/1000] Treinando... F1-base = 76.3158% | Acc = 89.3805%
[Run 395/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 396/1000] Treinando... F1-base = 74.3243% | Acc = 88.7906%
[Run 397/1000] Treinando... F1-base = 79.4702% | Acc = 90.8555%
[Run 398/1000] Treinando... F1-base = 74.3243% | Acc = 88.7906%
[Run 399/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 400/1000] Treinando... F1-base = 77.1242% | Acc = 89.6755%
[Run 401/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 402/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 403/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 404/1000] Treinando... F1-base = 78.3784% | Acc = 90.5605%
[Run 405/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 406/1000] Treinando... F1-base = 78.6667% | Acc = 90.5605%
[Run 407/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 408/1000] Treinando... F1-base = 75.4967% | Acc = 89.0855%
[Run 409/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 410/1000] Treinando... F1-base = 74.1259% | Acc = 89.0855%
[Run 411/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 412/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 413/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 414/1000] Treinando... F1-base = 77.1242% | Acc = 89.6755%
[Run 415/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 416/1000] Treinando... F1-base = 77.6316% | Acc = 89.9705%
[Run 417/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 418/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 419/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 420/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 421/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 422/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 423/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 424/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 425/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 426/1000] Treinando... F1-base = 78.6667% | Acc = 90.5605%
[Run 427/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 428/1000] Treinando... F1-base = 77.6316% | Acc = 89.9705%
[Run 429/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 430/1000] Treinando... F1-base = 74.3243% | Acc = 88.7906%
[Run 431/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 432/1000] Treinando... F1-base = 77.6316% | Acc = 89.9705%
[Run 433/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 434/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 435/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 436/1000] Treinando... F1-base = 76.7123% | Acc = 89.9705%
[Run 437/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 438/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 439/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 440/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 441/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 442/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 443/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 444/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 445/1000] Treinando... F1-base = 76.7123% | Acc = 89.9705%
[Run 446/1000] Treinando... F1-base = 75.1678% | Acc = 89.0855%
[Run 447/1000] Treinando... F1-base = 74.6667% | Acc = 88.7906%
[Run 448/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 449/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 450/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 451/1000] Treinando... F1-base = 78.4314% | Acc = 90.2655%
[Run 452/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 453/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 454/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 455/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 456/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 457/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 458/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 459/1000] Treinando... F1-base = 73.6111% | Acc = 88.7906%
[Run 460/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 461/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 462/1000] Treinando... F1-base = 79.1946% | Acc = 90.8555%
[Run 463/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 464/1000] Treinando... F1-base = 77.6316% | Acc = 89.9705%
[Run 465/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 466/1000] Treinando... F1-base = 76.7123% | Acc = 89.9705%
[Run 467/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 468/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 469/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 470/1000] Treinando... F1-base = 74.4828% | Acc = 89.0855%
[Run 471/1000] Treinando... F1-base = 75.4967% | Acc = 89.0855%
[Run 472/1000] Treinando... F1-base = 77.551% | Acc = 90.2655%
[Run 473/1000] Treinando... F1-base = 76.3158% | Acc = 89.3805%
[Run 474/1000] Treinando... F1-base = 73.9726% | Acc = 88.7906%
[Run 475/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 476/1000] Treinando... F1-base = 75.1678% | Acc = 89.0855%
[Run 477/1000] Treinando... F1-base = 73.9726% | Acc = 88.7906%
[Run 478/1000] Treinando... F1-base = 75.4967% | Acc = 89.0855%
[Run 479/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 480/1000] Treinando... F1-base = 77.551% | Acc = 90.2655%
[Run 481/1000] Treinando... F1-base = 73.8255% | Acc = 88.4956%
[Run 482/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 483/1000] Treinando... F1-base = 74.6667% | Acc = 88.7906%
[Run 484/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 485/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 486/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 487/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 488/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 489/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 490/1000] Treinando... F1-base = 74.8299% | Acc = 89.0855%
[Run 491/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 492/1000] Treinando... F1-base = 75.3425% | Acc = 89.3805%
[Run 493/1000] Treinando... F1-base = 79.4702% | Acc = 90.8555%
[Run 494/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 495/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 496/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 497/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 498/1000] Treinando... F1-base = 72.6027% | Acc = 88.2006%
[Run 499/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 500/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 501/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 502/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 503/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 504/1000] Treinando... F1-base = 78.3784% | Acc = 90.5605%
[Run 505/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 506/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 507/1000] Treinando... F1-base = 78.6667% | Acc = 90.5605%
[Run 508/1000] Treinando... F1-base = 75.4967% | Acc = 89.0855%
[Run 509/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 510/1000] Treinando... F1-base = 74.8299% | Acc = 89.0855%
[Run 511/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 512/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 513/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 514/1000] Treinando... F1-base = 73.4694% | Acc = 88.4956%
[Run 515/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 516/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 517/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 518/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 519/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 520/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 521/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 522/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 523/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 524/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 525/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 526/1000] Treinando... F1-base = 79.1946% | Acc = 90.8555%
[Run 527/1000] Treinando... F1-base = 74.8299% | Acc = 89.0855%
[Run 528/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 529/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 530/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 531/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 532/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 533/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 534/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 535/1000] Treinando... F1-base = 73.1034% | Acc = 88.4956%
[Run 536/1000] Treinando... F1-base = 76.3158% | Acc = 89.3805%
[Run 537/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 538/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 539/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 540/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 541/1000] Treinando... F1-base = 77.1242% | Acc = 89.6755%
[Run 542/1000] Treinando... F1-base = 75.3425% | Acc = 89.3805%
[Run 543/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 544/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 545/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 546/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 547/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 548/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 549/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 550/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 551/1000] Treinando... F1-base = 75.3425% | Acc = 89.3805%
[Run 552/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 553/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 554/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 555/1000] Treinando... F1-base = 75.3425% | Acc = 89.3805%
[Run 556/1000] Treinando... F1-base = 75.4967% | Acc = 89.0855%
[Run 557/1000] Treinando... F1-base = 75.4967% | Acc = 89.0855%
[Run 558/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 559/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 560/1000] Treinando... F1-base = 76.7123% | Acc = 89.9705%
[Run 561/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 562/1000] Treinando... F1-base = 79.7297% | Acc = 91.1504%
[Run 563/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 564/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 565/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 566/1000] Treinando... F1-base = 75.1678% | Acc = 89.0855%
[Run 567/1000] Treinando... F1-base = 77.1242% | Acc = 89.6755%
[Run 568/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 569/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 570/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 571/1000] Treinando... F1-base = 78.6667% | Acc = 90.5605%
[Run 572/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 573/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 574/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 575/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 576/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 577/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 578/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 579/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 580/1000] Treinando... F1-base = 75.4967% | Acc = 89.0855%
[Run 581/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 582/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 583/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 584/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 585/1000] Treinando... F1-base = 77.6316% | Acc = 89.9705%
[Run 586/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 587/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 588/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 589/1000] Treinando... F1-base = 74.6667% | Acc = 88.7906%
[Run 590/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 591/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 592/1000] Treinando... F1-base = 76.7123% | Acc = 89.9705%
[Run 593/1000] Treinando... F1-base = 77.551% | Acc = 90.2655%
[Run 594/1000] Treinando... F1-base = 74.6667% | Acc = 88.7906%
[Run 595/1000] Treinando... F1-base = 78.6667% | Acc = 90.5605%
[Run 596/1000] Treinando... F1-base = 78.3784% | Acc = 90.5605%
[Run 597/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 598/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 599/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 600/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 601/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 602/1000] Treinando... F1-base = 78.3784% | Acc = 90.5605%
[Run 603/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 604/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 605/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 606/1000] Treinando... F1-base = 73.4694% | Acc = 88.4956%
[Run 607/1000] Treinando... F1-base = 76.3158% | Acc = 89.3805%
[Run 608/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 609/1000] Treinando... F1-base = 75.4967% | Acc = 89.0855%
[Run 610/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 611/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 612/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 613/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 614/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 615/1000] Treinando... F1-base = 79.4702% | Acc = 90.8555%
[Run 616/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 617/1000] Treinando... F1-base = 75.4967% | Acc = 89.0855%
[Run 618/1000] Treinando... F1-base = 76.3158% | Acc = 89.3805%
[Run 619/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 620/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 621/1000] Treinando... F1-base = 77.1242% | Acc = 89.6755%
[Run 622/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 623/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 624/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 625/1000] Treinando... F1-base = 77.6316% | Acc = 89.9705%
[Run 626/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 627/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 628/1000] Treinando... F1-base = 74.8299% | Acc = 89.0855%
[Run 629/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 630/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 631/1000] Treinando... F1-base = 77.551% | Acc = 90.2655%
[Run 632/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 633/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 634/1000] Treinando... F1-base = 77.6316% | Acc = 89.9705%
[Run 635/1000] Treinando... F1-base = 78.6667% | Acc = 90.5605%
[Run 636/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 637/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 638/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 639/1000] Treinando... F1-base = 76.3158% | Acc = 89.3805%
[Run 640/1000] Treinando... F1-base = 75.3425% | Acc = 89.3805%
[Run 641/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 642/1000] Treinando... F1-base = 78.4314% | Acc = 90.2655%
[Run 643/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 644/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 645/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 646/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 647/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 648/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 649/1000] Treinando... F1-base = 78.0822% | Acc = 90.5605%
[Run 650/1000] Treinando... F1-base = 77.6316% | Acc = 89.9705%
[Run 651/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 652/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 653/1000] Treinando... F1-base = 75.1678% | Acc = 89.0855%
[Run 654/1000] Treinando... F1-base = 74.3243% | Acc = 88.7906%
[Run 655/1000] Treinando... F1-base = 75.4967% | Acc = 89.0855%
[Run 656/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 657/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 658/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 659/1000] Treinando... F1-base = 79.4702% | Acc = 90.8555%
[Run 660/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 661/1000] Treinando... F1-base = 75.817% | Acc = 89.0855%
[Run 662/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 663/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 664/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 665/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 666/1000] Treinando... F1-base = 75.8621% | Acc = 89.6755%
[Run 667/1000] Treinando... F1-base = 76.3158% | Acc = 89.3805%
[Run 668/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 669/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 670/1000] Treinando... F1-base = 78.6667% | Acc = 90.5605%
[Run 671/1000] Treinando... F1-base = 75.3425% | Acc = 89.3805%
[Run 672/1000] Treinando... F1-base = 77.6316% | Acc = 89.9705%
[Run 673/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 674/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 675/1000] Treinando... F1-base = 75.3425% | Acc = 89.3805%
[Run 676/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 677/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 678/1000] Treinando... F1-base = 77.551% | Acc = 90.2655%
[Run 679/1000] Treinando... F1-base = 73.4694% | Acc = 88.4956%
[Run 680/1000] Treinando... F1-base = 75.4967% | Acc = 89.0855%
[Run 681/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 682/1000] Treinando... F1-base = 78.9474% | Acc = 90.5605%
[Run 683/1000] Treinando... F1-base = 75% | Acc = 88.7906%
[Run 684/1000] Treinando... F1-base = 77.6316% | Acc = 89.9705%
[Run 685/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 686/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 687/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 688/1000] Treinando... F1-base = 77.6316% | Acc = 89.9705%
[Run 689/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 690/1000] Treinando... F1-base = 74.1722% | Acc = 88.4956%
[Run 691/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 692/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 693/1000] Treinando... F1-base = 77.551% | Acc = 90.2655%
[Run 694/1000] Treinando... F1-base = 76.7123% | Acc = 89.9705%
[Run 695/1000] Treinando... F1-base = 73.8255% | Acc = 88.4956%
[Run 696/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 697/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 698/1000] Treinando... F1-base = 75.3425% | Acc = 89.3805%
[Run 699/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 700/1000] Treinando... F1-base = 73.4694% | Acc = 88.4956%
[Run 701/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 702/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 703/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 704/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 705/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 706/1000] Treinando... F1-base = 75.1678% | Acc = 89.0855%
[Run 707/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 708/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 709/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 710/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 711/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 712/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 713/1000] Treinando... F1-base = 77.551% | Acc = 90.2655%
[Run 714/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 715/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 716/1000] Treinando... F1-base = 75.3425% | Acc = 89.3805%
[Run 717/1000] Treinando... F1-base = 75.3425% | Acc = 89.3805%
[Run 718/1000] Treinando... F1-base = 75.817% | Acc = 89.0855%
[Run 719/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 720/1000] Treinando... F1-base = 76.3158% | Acc = 89.3805%
[Run 721/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 722/1000] Treinando... F1-base = 78.9116% | Acc = 90.8555%
[Run 723/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 724/1000] Treinando... F1-base = 75.817% | Acc = 89.0855%
[Run 725/1000] Treinando... F1-base = 77.551% | Acc = 90.2655%
[Run 726/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 727/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 728/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 729/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 730/1000] Treinando... F1-base = 74.3243% | Acc = 88.7906%
[Run 731/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 732/1000] Treinando... F1-base = 76.3158% | Acc = 89.3805%
[Run 733/1000] Treinando... F1-base = 78.3784% | Acc = 90.5605%
[Run 734/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 735/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 736/1000] Treinando... F1-base = 77.6316% | Acc = 89.9705%
[Run 737/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 738/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 739/1000] Treinando... F1-base = 78.6667% | Acc = 90.5605%
[Run 740/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 741/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 742/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 743/1000] Treinando... F1-base = 77.1242% | Acc = 89.6755%
[Run 744/1000] Treinando... F1-base = 74.8299% | Acc = 89.0855%
[Run 745/1000] Treinando... F1-base = 78.6667% | Acc = 90.5605%
[Run 746/1000] Treinando... F1-base = 74.6667% | Acc = 88.7906%
[Run 747/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 748/1000] Treinando... F1-base = 75.3425% | Acc = 89.3805%
[Run 749/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 750/1000] Treinando... F1-base = 76.3158% | Acc = 89.3805%
[Run 751/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 752/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 753/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 754/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 755/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
