Date_x,Date_y,MinTemp,MaxTemp,RainFall,Evaporation,Sunshine,WindGustDir_x,WindGustDir_y,WindGustSpeed,WindDir9am_x,WindDir9am_y,WindDir3pm_x,WindDir3pm_y,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,dewDiffTemp3pm,dewDiffTemp9am,diffTemp3pm9am,diffPress3pm9am,RainToday
0.714673,0.699458,24.7,33.1,0,8,11.9,0.92388,0.382683,37,0.92388,-0.382683,0.92388,0.382683,11,19,61,66,1010.6,1006.5,2,1,30.1,30.9,7.10932,8.36573,0.8,-4.1,0
0.702527,0.711657,24.3,32,17.4,7.4,4.2,0.382683,-0.92388,30,1,0,0.707107,0.707107,7,9,72,89,1010.4,1007.9,7,7,28.9,27,1.97418,5.56893,-1.9,-2.5,1
0.690173,0.723644,21.3,28.3,121.4,4.2,0.7,-0.382683,0.92388,24,-0.92388,-0.382683,-0.382683,0.92388,7,13,85,65,1013.8,1012,8,8,22.6,27.4,7.17529,2.65508,4.8,-1.8,1
0.677615,0.735417,22.5,30,0,2.2,3.8,6.12323e-17,1,37,-1,1.22465e-16,-0.707107,0.707107,11,20,69,52,1016.8,1015.5,7,7,25.9,28.4,10.821,6.13467,2.5,-1.3,0
0.664855,0.746972,20.4,29.1,0,5.8,7.9,-0.707107,0.707107,35,-0.92388,0.382683,-0.382683,0.92388,11,17,60,54,1019.6,1017.7,6,6,26.3,27.4,10.1453,8.39694,1.1,-1.9,0
0.651899,0.758306,20.8,29.3,0.4,6.2,5.8,6.12323e-17,1,37,-0.707107,0.707107,6.12323e-17,1,9,15,67,61,1019.5,1017.1,3,7,25.1,27.3,8.19438,6.56921,2.2,-2.4,0
0.638749,0.769415,21.4,29.9,2.2,5.6,9.4,0.382683,0.92388,31,-0.382683,-0.92388,0.382683,0.92388,6,9,76,50,1019.8,1017,7,3,25.7,29.1,11.5011,4.55797,3.4,-2.8,1
0.625411,0.780296,20.3,31,0.2,7,10.6,-0.707107,0.707107,48,-0.92388,-0.382683,0.382683,0.92388,7,15,64,66,1019.2,1015.6,6,3,27,29.3,7.02598,7.40422,2.3,-3.6,0
0.611886,0.790946,22.7,33.5,0,6,11.6,0.382683,0.92388,20,-0.382683,-0.92388,0.382683,0.92388,11,13,66,53,1015.8,1011.8,2,1,27.8,32.3,10.8226,6.94828,4.5,-4,0
0.598181,0.801361,24,30.4,0,6.4,6.5,-0.92388,0.382683,43,-0.92388,0.382683,-0.707107,0.707107,13,17,67,66,1017.2,1016.9,7,7,27.6,26.9,6.90187,6.6932,-0.7,-0.3,0
0.584298,0.811539,23.6,29.1,0,6.6,3.2,-0.707107,0.707107,43,-0.707107,0.707107,-0.707107,0.707107,13,13,67,73,1021.3,1020.8,7,7,25.9,24.4,5.16279,6.60877,-1.5,-0.5,0
0.570242,0.821477,19.6,28.5,1.4,5,6.7,-0.382683,0.92388,46,-0.382683,-0.92388,-0.382683,0.92388,7,17,71,50,1022.2,1018.9,5,6,24,27.5,11.3665,5.59183,3.5,-3.3,1
0.556017,0.831171,20.2,27.4,0.6,6.6,2.2,6.12323e-17,1,35,-1,1.22465e-16,-0.707107,0.707107,7,20,76,67,1018.9,1016.1,7,8,24.6,26.2,6.62363,4.52031,1.6,-2.8,0
0.541628,0.840618,21.9,29.8,9.4,2.6,6.4,0.382683,0.92388,28,-0.707107,0.707107,0.382683,0.92388,9,17,76,65,1017.1,1013.8,4,7,26.6,28.5,7.23415,4.5889,1.9,-3.3,1
0.527078,0.849817,22.9,26.4,26.8,6.6,0,-0.92388,0.382683,31,-0.707107,0.707107,-0.707107,0.707107,6,11,92,82,1013.6,1010.3,8,8,23.6,23.8,3.26452,1.37952,0.2,-3.3,1
0.512371,0.858764,20.9,23.9,60.6,3.2,0,-0.382683,0.92388,37,6.12323e-17,1,-0.382683,0.92388,13,15,93,91,1010.5,1008.2,8,8,21.1,21.9,1.5391,1.17865,0.8,-2.3,1
0.497513,0.867456,20.9,27.2,23.6,3.2,0.8,6.12323e-17,1,44,0.382683,0.92388,-0.382683,0.92388,20,15,84,76,1011.6,1009.5,8,5,23.3,26.4,4.58202,2.86155,3.1,-2.1,1
0.482508,0.875892,21.5,27,20,4.4,0.2,-0.707107,0.707107,35,-0.382683,0.92388,-0.382683,0.92388,13,15,65,58,1013.2,1011.1,8,7,25.8,26.4,8.94201,7.0901,0.6,-2.1,1
0.467359,0.884068,23,28.5,0.2,5,1.2,6.12323e-17,1,35,6.12323e-17,1,6.12323e-17,1,15,17,69,81,1011.9,1009.2,8,8,25.9,25.9,3.51917,6.13467,0,-2.7,0
0.452072,0.891981,23,27,9,4.6,0.2,6.12323e-17,1,39,6.12323e-17,1,6.12323e-17,1,13,15,90,90,1011.9,1010.9,8,8,24.3,23.2,1.73543,1.75004,-1.1,-1,1
0.436651,0.899631,21.9,27.2,3.4,2,2.2,-0.382683,0.92388,35,6.12323e-17,1,0.382683,0.92388,15,17,70,64,1014.4,1012.1,7,7,26.5,26.9,7.39871,5.92871,0.4,-2.3,1
0.421101,0.907014,22.5,27.2,0.6,2.8,0,6.12323e-17,1,15,-0.382683,-0.92388,0.382683,0.92388,6,6,81,64,1016.3,1014.1,7,7,23.9,26.9,7.39871,3.46632,3,-2.2,0
0.405426,0.914128,20.5,32.6,0,2.2,10.7,0.707107,0.707107,22,-0.707107,-0.707107,-0.92388,-0.382683,11,7,78,51,1017,1013.7,1,3,24.4,32.2,11.4422,4.09295,7.8,-3.3,0
0.38963,0.920971,22.7,33.1,0,5.8,8.7,-0.382683,0.92388,31,-0.707107,-0.707107,6.12323e-17,1,7,17,76,65,1017.9,1016,7,7,26.9,29,7.26098,4.59923,2.1,-1.9,0
0.37372,0.927542,21.8,30,0,5.6,9.4,-0.92388,-0.382683,39,-1,1.22465e-16,-0.92388,-0.382683,13,15,58,54,1022.1,1021.1,4,5,27.2,28.6,10.2355,8.99534,1.4,-1,0
0.357698,0.933837,20.1,28.1,1.2,5.6,7.9,-0.382683,0.92388,50,-0.707107,0.707107,-0.707107,0.707107,20,22,58,52,1028.1,1026.2,3,6,25.5,26.1,10.6385,8.88219,0.6,-1.9,1
0.341571,0.939856,18.8,27.4,0.6,6.4,6.4,-0.707107,0.707107,48,-0.707107,0.707107,-0.382683,0.92388,19,24,53,67,1027.5,1025.7,5,6,25.4,22.3,6.43169,10.287,-3.1,-1.8,0
0.325342,0.945596,18.4,27.5,0.6,5.6,8.4,-0.92388,0.382683,37,-0.92388,0.382683,-0.707107,0.707107,11,11,68,72,1024.5,1021.7,5,3,24.1,24.1,5.37222,6.28453,0,-2.8,0
0.309017,0.951057,18.4,28,4.8,6,8.4,-0.92388,0.382683,31,-0.92388,0.382683,-0.92388,0.382683,13,17,68,55,1023.1,1019.4,5,6,23.2,26.2,9.76701,6.24191,3,-3.7,1
0.2926,0.956235,19,28.3,0.2,6,7.5,-0.382683,0.92388,39,-0.92388,0.382683,-0.382683,0.92388,13,19,62,45,1020.5,1018,5,3,24.6,27.3,12.9903,7.77443,2.7,-2.5,0
0.24285,0.970064,18.4,28.6,0,6.2,10.6,-0.382683,0.92388,30,6.12323e-17,1,-0.382683,0.92388,19,17,55,44,1022.4,1020.3,4,2,25.9,27.2,13.3277,9.74523,1.3,-2.1,0
0.226116,0.9741,17.2,28.4,0,8,3.1,-0.382683,0.92388,37,-0.707107,0.707107,-0.382683,0.92388,15,17,59,73,1021.7,1019.8,7,7,24.7,24.4,5.16279,8.56115,-0.3,-1.9,0
0.209315,0.977848,20.9,28.2,1,4.2,2.3,0.707107,0.707107,30,6.12323e-17,1,6.12323e-17,1,17,13,62,66,1020.6,1017.9,7,8,27.3,26.2,6.86587,7.93289,-1.1,-2.7,0
0.192452,0.981306,20.5,28.5,0,2.8,1.9,0.92388,0.382683,20,-0.382683,-0.92388,0.707107,0.707107,7,9,71,68,1018.4,1016.5,8,8,25.5,26.7,6.40845,5.65542,1.2,-1.9,0
0.175531,0.984474,20.7,30,0,2.6,7.2,6.12323e-17,1,30,-0.707107,-0.707107,6.12323e-17,1,7,15,69,61,1019.4,1016.5,5,6,26.5,28.1,8.24316,6.1623,1.6,-2.9,0
0.14154,0.989932,18.4,28.8,0,5.6,10.3,-0.707107,0.707107,28,-0.92388,-0.382683,6.12323e-17,1,6,17,62,54,1022.9,1019.8,1,3,24.9,27.4,10.1453,7.79196,2.5,-3.1,0
0.124479,0.992222,20.4,28.7,3.4,6.4,9,0.92388,0.382683,22,-0.707107,-0.707107,0.382683,0.92388,7,11,77,59,1022.6,1018.8,5,4,23.1,27.7,8.75476,4.25979,4.6,-3.8,1
0.107381,0.994218,18.4,29.1,0,3.8,10.9,0.707107,0.707107,24,-0.707107,-0.707107,0.382683,0.92388,6,11,69,58,1021.1,1018.3,1,1,25.4,26.7,8.96199,6.11169,1.3,-2.8,0
0.0902516,0.995919,20.5,28.6,0,5.8,8,6.12323e-17,1,28,-0.92388,-0.382683,6.12323e-17,1,6,13,69,50,1020.2,1017,7,5,25.6,27.6,11.3749,6.12087,2,-3.2,0
0.0730951,0.997325,20.7,27.8,1.2,6.6,4.7,0.382683,0.92388,30,-0.92388,0.382683,0.707107,0.707107,6,11,83,61,1021.3,1017.8,7,4,22,26.9,8.17005,3.02562,4.9,-3.5,1
0.055917,0.998435,19.5,26.1,3.2,3.8,1.6,0.92388,0.382683,24,-0.707107,-0.707107,0.382683,0.92388,6,13,76,71,1019.8,1016.8,5,6,24.2,24.7,5.62146,4.50665,0.5,-3,1
0.0215161,0.999769,20.5,27.7,1.4,2.8,6.3,-0.382683,0.92388,26,-0.707107,-0.707107,6.12323e-17,1,7,13,76,62,1016.7,1013.7,7,5,23.6,25.9,7.85053,4.4862,2.3,-3,1
0.00430354,0.999991,19.7,27.9,0,4,9,6.12323e-17,1,31,-0.92388,0.382683,-0.382683,0.92388,9,17,65,53,1017.4,1014.4,3,5,25.4,27,10.41,7.06888,1.6,-3,0
-0.0129103,0.999917,19.1,27.6,0,6,9.3,-0.382683,0.92388,35,-0.92388,0.382683,6.12323e-17,1,11,11,62,59,1018.7,1015.4,3,4,24.6,25.9,8.63834,7.77443,1.3,-3.3,0
-0.0301203,0.999546,18.9,26.5,0,6,8.7,-0.382683,0.92388,31,-0.92388,-0.382683,-0.382683,0.92388,7,11,61,54,1018.6,1015.6,3,3,23.6,26.2,10.0554,7.9706,2.6,-3,0
-0.0473214,0.99888,17.9,27.7,0,4,10.2,-0.382683,-0.92388,46,-0.92388,-0.382683,6.12323e-17,1,9,15,60,54,1018.9,1015.9,1,3,23.5,25.1,9.9733,8.22254,1.6,-3,0
-0.0645084,0.997917,17.8,26.1,0,6,6.2,6.12323e-17,1,22,-0.707107,-0.707107,0.382683,0.92388,6,11,68,55,1020.5,1018.3,6,7,22.9,25.3,9.70173,6.22773,2.4,-2.2,0
-0.0816764,0.996659,17.5,27.7,0,4,7.8,0.707107,0.707107,22,-0.382683,-0.92388,0.92388,0.382683,7,9,76,51,1021.7,1018,7,7,21.7,26.9,11.0064,4.42175,5.2,-3.7,0
-0.133015,0.991114,21,31,0,6,7.6,0.92388,0.382683,17,0.382683,-0.92388,0.707107,0.707107,2,7,67,61,1012.5,1008.5,7,3,25.2,29.1,8.30434,6.57415,3.9,-4,0
-0.150055,0.988678,21.2,31.3,0,4,7.6,0.707107,0.707107,20,-0.92388,0.382683,0.707107,0.707107,2,9,85,63,1013,1009.1,4,2,24,29.6,7.8069,2.68357,5.6,-3.9,0
-0.167052,0.985948,23.2,26,0.2,4.2,0,-1.83697e-16,-1,20,-0.382683,-0.92388,-1.83697e-16,-1,2,2,78,76,1012.6,1010.3,7,7,25.8,25,4.53398,4.13644,-0.8,-2.3,0
-0.183998,0.982927,18.5,24.4,2,2,1.4,-0.707107,0.707107,26,-0.382683,-0.92388,-0.707107,0.707107,2,11,81,54,1018,1016.5,8,7,19.3,24.1,9.89897,3.34627,4.8,-1.5,1
-0.200891,0.979614,16.5,26.9,0,3.2,8.3,-0.382683,0.92388,28,-0.92388,-0.382683,-0.707107,0.707107,7,11,64,47,1020.3,1017.8,1,7,22.1,26.6,12.2523,7.13633,4.5,-2.5,0
-0.217723,0.976011,16.2,27.4,0,3.6,7.4,-0.382683,0.92388,26,-0.92388,-0.382683,6.12323e-17,1,4,13,65,49,1020.7,1017.8,7,3,22.7,26.3,11.58,6.92645,3.6,-2.9,0
-0.234491,0.972118,17.3,24.6,0,5,0.7,-0.707107,0.707107,26,0.707107,0.707107,-0.382683,0.92388,4,13,78,50,1023.3,1021,7,7,19.2,24.1,11.083,3.93337,4.9,-2.3,0
-0.25119,0.967938,17,27.5,0.4,2.6,10.4,-0.382683,0.92388,30,-1,1.22465e-16,6.12323e-17,1,6,13,63,48,1023.9,1021.3,1,3,23.8,26.5,11.9173,7.47652,2.7,-2.6,0
-0.267814,0.963471,18.1,26.8,0.6,5.4,6.1,-0.382683,0.92388,33,-0.92388,0.382683,-0.382683,0.92388,2,11,80,68,1024.5,1020.7,7,4,20.8,23.6,6.26083,3.58199,2.8,-3.8,0
-0.284359,0.958718,18.5,26.2,4.6,3.4,4.6,-0.707107,0.707107,30,-0.92388,0.382683,6.12323e-17,1,7,9,74,67,1022.7,1020.2,8,7,22.6,23.3,6.48064,4.87676,0.7,-2.5,1
-0.30082,0.953681,17.9,26.4,1,3.8,3.9,6.12323e-17,1,28,-1,1.22465e-16,0.382683,-0.92388,4,4,79,78,1021.1,1018.4,7,7,22.6,22.3,4.02812,3.8334,-0.3,-2.7,0
-0.317191,0.948362,18.2,23.1,10.2,2.4,0,-0.707107,0.707107,22,-0.707107,0.707107,-0.707107,-0.707107,7,4,93,88,1021.3,1019.3,8,7,20.1,20.5,2.05948,1.16958,0.4,-2,1
-0.333469,0.942761,17.8,25.6,12.8,1,5.3,6.12323e-17,1,22,-0.92388,-0.382683,0.382683,0.92388,4,4,71,66,1022.3,1019.7,7,5,22.8,24.3,6.76863,5.54121,1.5,-2.6,1
-0.349647,0.936881,18,28.4,0.2,3.2,10.5,-0.382683,0.92388,19,-0.92388,-0.382683,6.12323e-17,1,6,9,72,56,1021.6,1018,1,1,23.1,26.7,9.51854,5.33168,3.6,-3.6,0
-0.365723,0.930724,18.5,25.5,0.8,3.4,3.4,0.92388,-0.382683,17,-0.92388,-0.382683,0.382683,0.92388,2,6,83,76,1019.5,1016.2,5,7,22.5,24.3,4.51006,3.03722,1.8,-3.3,0
-0.381689,0.924291,18.3,29.3,2.2,2.6,9.5,-0.382683,-0.92388,22,0.707107,0.707107,0.382683,0.92388,2,9,74,66,1016.9,1012.2,4,6,23.4,27.4,6.92764,4.9065,4,-4.7,1
-0.397543,0.917584,16.7,26.4,0,4,10.3,-0.92388,0.382683,20,-0.92388,-0.382683,-0.382683,0.92388,6,4,48,43,1021.3,1019.6,3,2,21.9,23.9,13.3515,11.5149,2,-1.7,0
-0.413279,0.910605,13.5,25.9,0,4.8,7.5,0.382683,0.92388,17,-0.92388,-0.382683,0.382683,0.92388,6,7,57,53,1022.7,1019.4,3,7,20.1,24.3,10.2028,8.79034,4.2,-3.3,0
-0.428892,0.903356,16.5,27.4,0,3,8.5,0.382683,0.92388,15,-0.707107,-0.707107,0.382683,0.92388,4,9,69,53,1022.2,1018.5,5,1,22.7,26.5,10.3715,5.98832,3.8,-3.7,0
-0.444378,0.895839,18,29.3,0,3,9.5,-1.83697e-16,-1,19,-0.707107,-0.707107,-1.83697e-16,-1,2,9,72,36,1021.5,1017.6,2,3,22.8,29,16.6004,5.31954,6.2,-3.9,0
-0.459733,0.888057,13,28.3,0,3,10.1,-0.382683,0.92388,26,-0.382683,-0.92388,-0.382683,0.92388,4,11,54,59,1022.3,1019.5,1,2,21,25.8,8.6319,9.67026,4.8,-2.8,0
-0.474951,0.880012,17.8,27,0,4.8,10,6.12323e-17,1,28,-0.92388,-0.382683,6.12323e-17,1,4,15,67,59,1025.3,1022.4,4,3,22.6,24.4,8.5419,6.44636,1.8,-2.9,0
-0.490029,0.871706,17.6,27,0.6,4,10.1,6.12323e-17,1,24,-0.92388,-0.382683,0.382683,0.92388,2,9,66,52,1026.1,1022.9,2,2,23,26,10.6306,6.70249,3,-3.2,0
-0.504961,0.863142,16.7,26.4,0.2,4,9.1,-0.707107,0.707107,31,-0.707107,-0.707107,-0.382683,0.92388,4,13,67,53,1025,1021.3,2,5,22.7,24.9,10.2487,6.45125,2.2,-3.7,0
-0.519744,0.854322,17.8,21.2,4.2,4.8,0.9,-0.382683,0.92388,13,-0.382683,-0.92388,6.12323e-17,1,4,7,91,87,1021.3,1017.3,8,7,19.4,20.3,2.23855,1.50968,0.9,-4,1
-0.577292,0.816538,11.6,26.4,0,3.4,9.1,-0.707107,0.707107,24,-0.707107,-0.707107,6.12323e-17,1,7,9,60,55,1019.6,1016.4,6,5,18.8,23.7,9.5862,7.93379,4.9,-3.2,0
-0.591261,0.80648,14.3,25.7,0,2.8,9.7,-0.92388,0.382683,22,-0.92388,-0.382683,-0.707107,0.707107,4,7,67,51,1020.5,1016.9,1,2,21.1,24.1,10.7794,6.37318,3,-3.6,0
-0.605056,0.796183,16.3,24.1,0,3.2,4.5,-0.92388,0.382683,19,-0.707107,-0.707107,0.707107,0.707107,6,6,67,66,1019.9,1016.5,2,7,20.6,22.8,6.69234,6.34888,2.2,-3.4,0
-0.618671,0.78565,15.3,25.8,0,1.8,7.4,-0.382683,-0.92388,30,-0.707107,-0.707107,0.707107,0.707107,2,4,75,67,1017.1,1013,6,6,20,23.5,6.49045,4.57138,3.5,-4.1,0
-0.632103,0.774884,14.6,27.3,12.2,0.8,9.4,-1.83697e-16,-1,33,-0.707107,-0.707107,-0.382683,-0.92388,6,11,82,26,1015.4,1012.4,0,1,18.7,26.8,21.1239,3.13919,8.1,-3,1
-0.645348,0.763889,11.3,24.4,0.2,6.6,9.9,0.382683,-0.92388,24,-0.92388,-0.382683,0.382683,-0.92388,6,9,46,24,1019.6,1014.9,0,1,18.1,23.8,21.7918,11.8063,5.7,-4.7,0
-0.658402,0.752667,9.7,25.3,0,2.6,10,-0.382683,-0.92388,20,-0.382683,-0.92388,-0.92388,-0.382683,6,4,46,25,1017.5,1012.9,0,1,16,24.6,21.3437,11.6177,8.6,-4.6,0
-0.67126,0.741222,9.9,25.1,0,2.4,10.1,-0.382683,-0.92388,19,-0.707107,-0.707107,-0.707107,-0.707107,7,4,56,29,1016.6,1013.3,1,3,15.8,25,19.2826,8.76291,9.2,-3.3,0
-0.683919,0.729558,12.8,20.6,0,2.8,0,-0.707107,-0.707107,13,-0.92388,-0.382683,-1.83697e-16,-1,6,4,73,56,1019.1,1016.5,8,8,15,19.8,9.0367,4.8025,4.8,-2.6,0
-0.696376,0.717677,12.5,20.8,0,1.8,1.3,-0.92388,-0.382683,19,-0.707107,-0.707107,-0.707107,-0.707107,4,6,76,63,1018.1,1014.9,7,7,15.6,19.9,7.25827,4.21792,4.3,-3.2,0
-0.708627,0.705584,10.7,23.5,0,1.4,9.6,-1.83697e-16,-1,19,-0.707107,-0.707107,-1.83697e-16,-1,6,6,63,38,1016.2,1012.9,1,2,17,23.1,15.1034,7.09801,6.1,-3.3,0
-0.720667,0.693281,11.2,24.4,0,2.8,9.1,-0.382683,-0.92388,19,-0.707107,-0.707107,-0.382683,0.92388,9,4,56,48,1018.2,1016.2,1,3,17.9,23.3,11.6367,8.90614,5.4,-2,0
-0.732494,0.680773,12.4,23.4,0,2.6,6.8,-0.382683,0.92388,19,-1,1.22465e-16,-0.382683,0.92388,6,6,65,56,1020.8,1017.9,6,7,19.4,22.4,9.21685,6.75428,3,-2.9,0
-0.744104,0.668064,16.4,19.7,4,2.8,0.1,-0.707107,-0.707107,37,-0.707107,-0.707107,-1,1.22465e-16,4,6,91,81,1019.3,1015.3,8,7,16.5,19.4,3.34886,1.47592,2.9,-4,1
-0.755493,0.655156,11.9,23.7,18.6,1.8,10,-0.382683,-0.92388,19,-0.707107,-0.707107,-1,1.22465e-16,6,6,80,40,1017.3,1014.6,1,2,15.8,23.2,14.3575,3.44568,7.4,-2.7,1
-0.766659,0.642055,11.5,22.5,0,2.8,5.6,-1,1.22465e-16,26,-0.707107,-0.707107,-0.92388,0.382683,6,7,65,59,1018.9,1016.8,1,7,18.1,21.1,8.33158,6.68704,3,-2.1,0
-0.777597,0.628763,16,23.4,0,2,2.5,0.382683,0.92388,20,-0.707107,-0.707107,6.12323e-17,1,4,9,74,57,1019.5,1015.6,7,7,18.3,21.9,8.9114,4.71843,3.6,-3.9,0
-0.788305,0.615285,16.4,21.5,3.6,3,0.1,0.92388,-0.382683,13,-0.707107,-0.707107,0.707107,-0.707107,2,2,88,75,1013.3,1008.6,8,7,17.5,21,4.60661,2.01209,3.5,-4.7,1
-0.798779,0.601624,13.7,23.1,0,1.8,9.3,-1.83697e-16,-1,41,-1.83697e-16,-1,-0.382683,-0.92388,13,13,63,42,1007,1005,1,5,21.5,21.2,13.4301,7.34743,-0.3,-2,0
-0.809017,0.587785,14.5,23.9,0,4,6.5,-0.92388,-0.382683,30,-1.83697e-16,-1,-0.92388,0.382683,11,7,56,62,1012.5,1012,1,7,19.3,21.4,7.58864,9.00226,2.1,-0.5,0
-0.819015,0.573772,13.7,22.3,0,3.2,4.5,6.12323e-17,1,24,-0.707107,-0.707107,6.12323e-17,1,6,13,74,76,1019.4,1017.2,6,7,18.1,19.4,4.34434,4.71112,1.3,-2.2,0
-0.82877,0.559589,17.1,21,6.4,1.8,0.4,0.382683,-0.92388,28,0.707107,-0.707107,-1.83697e-16,-1,4,15,92,69,1013.2,1009.3,8,7,19.3,19.2,5.83023,1.33461,-0.1,-3.9,1
-0.83828,0.54524,11.6,19.8,2.8,1.6,9.6,-1.83697e-16,-1,37,0.382683,-0.92388,-1.83697e-16,-1,13,15,55,42,1011.2,1008.7,1,2,17.6,19.4,13.2488,9.15185,1.8,-2.5,1
-0.847541,0.53073,13.3,21.5,0,4,9,-1.83697e-16,-1,39,-1.83697e-16,-1,-1.83697e-16,-1,13,13,63,47,1013.3,1010.7,1,2,16.6,20.6,11.7147,7.07605,4,-2.6,0
-0.856551,0.516062,11.8,22.4,0,2.6,5.2,-1.83697e-16,-1,19,-0.707107,-0.707107,-0.382683,-0.92388,7,4,60,61,1017,1014.8,1,7,18.4,20.9,7.80919,7.90944,2.5,-2.2,0
-0.865307,0.501242,15.8,20.3,0.4,2.2,0,-0.382683,-0.92388,20,-0.707107,-0.707107,-0.707107,-0.707107,6,6,84,77,1017,1014.8,8,7,17.6,19.4,4.14074,2.73859,1.8,-2.2,0
-0.873807,0.486273,16.1,23.3,0,1.8,8.6,-1.83697e-16,-1,24,-0.707107,-0.707107,-0.707107,-0.707107,9,7,70,55,1016.8,1014,2,5,18.8,21.6,9.43557,5.59182,2.8,-2.8,0
-0.882048,0.47116,10.4,21.9,0,2.4,10,-1.83697e-16,-1,35,-1.83697e-16,-1,-1.83697e-16,-1,4,13,63,49,1013.3,1009.6,1,1,17.7,21.2,11.1464,7.13654,3.5,-3.7,0
-0.890028,0.455907,15.6,25.2,0,3.4,9.6,-0.382683,-0.92388,26,-0.707107,-0.707107,-1.83697e-16,-1,7,9,57,43,1010.4,1008.4,1,1,19.5,24.4,13.4013,8.75017,4.9,-2,0
-0.897743,0.440519,13.3,22.5,0,4.2,9.5,-1.83697e-16,-1,31,-0.92388,0.382683,-1.83697e-16,-1,2,13,55,32,1014.1,1012.5,1,1,18.1,21.9,17.4486,9.18708,3.8,-1.6,0
-0.905193,0.425,10.3,22.3,0,6.2,6.3,-0.707107,-0.707107,19,-0.707107,-0.707107,-0.92388,-0.382683,7,4,51,50,1020.6,1018.7,2,7,16.2,20.7,10.8029,10.1513,4.5,-1.9,0
-0.912375,0.409356,11.5,22.8,0,2,5.4,-0.92388,0.382683,17,-0.92388,-0.382683,-0.382683,0.92388,6,7,67,58,1022.4,1018.6,5,6,17,20.1,8.52737,6.17526,3.1,-3.8,0
-0.919286,0.39359,12.5,23.9,0,1.2,7.4,-1.83697e-16,-1,26,-0.382683,-0.92388,0.382683,-0.92388,2,7,78,53,1018.6,1012.7,7,7,15.8,22.2,10.0431,3.83072,6.4,-5.9,0
-0.925925,0.377708,9.5,19.4,0,4,4.9,-1.83697e-16,-1,33,-1.83697e-16,-1,-0.382683,-0.92388,11,9,44,35,1019.4,1017,3,7,14.9,18.9,15.8017,12.1472,4,-2.4,0
-0.932289,0.361714,11.5,21.3,0,3.6,4.5,-0.382683,-0.92388,17,-0.707107,-0.707107,0.707107,-0.707107,4,4,60,45,1021.7,1017.6,8,1,13,21.1,12.4038,7.58435,8.1,-4.1,0
-0.938377,0.345612,9,19.7,0,2.4,10,-1.83697e-16,-1,22,-0.707107,-0.707107,0.382683,-0.92388,7,9,47,33,1020,1017.9,1,1,13.8,18.9,16.63,11.1193,5.1,-2.1,0
-0.944188,0.329408,8.7,21.6,0,2.8,6.5,-0.382683,0.92388,28,-0.707107,-0.707107,-0.707107,0.707107,7,11,55,52,1025.5,1024,7,7,14.5,19.8,10.1462,8.93483,5.3,-1.5,0
-0.949718,0.313107,12.3,21.9,0,1.6,6.4,6.12323e-17,1,33,-0.707107,-0.707107,-0.382683,0.92388,4,13,78,53,1029.4,1027,7,3,15.2,20.8,9.93724,3.81274,5.6,-2.4,0
-0.954967,0.296713,12.9,22.1,0,3.4,7,-0.707107,0.707107,31,-0.92388,-0.382683,-0.707107,0.707107,6,15,71,46,1029.1,1025.5,6,2,17.1,21.1,12.0783,5.30384,4,-3.6,0
-0.959933,0.280231,13.2,21.3,0,3.4,1.6,-0.92388,0.382683,22,-0.707107,-0.707107,6.12323e-17,1,6,9,65,47,1027.2,1023.9,6,7,17.3,20.4,11.6969,6.64582,3.1,-3.3,0
-0.964614,0.263665,10.8,22.4,0,2.8,4.8,-0.707107,-0.707107,15,-0.707107,-0.707107,0.707107,0.707107,4,4,71,55,1023.1,1018.7,6,7,15.5,21.7,9.44272,5.23812,6.2,-4.4,0
-0.96901,0.247022,14.8,20.4,0,1.2,0.6,-0.92388,-0.382683,15,-0.382683,-0.92388,0.707107,-0.707107,2,4,81,63,1018.9,1015.5,7,8,16.9,20.1,7.26938,3.28446,3.2,-3.4,0
-0.973118,0.230306,15.6,22.3,0,1.4,4.4,-0.707107,-0.707107,17,-0.707107,-0.707107,-1.83697e-16,-1,4,4,66,34,1019.7,1018,6,2,16.5,21.9,16.5795,6.37652,5.4,-1.7,0
-0.976938,0.213521,9.4,23,0,2.2,10,-0.382683,-0.92388,17,-0.382683,-0.92388,0.382683,0.92388,6,6,58,46,1025.3,1023.3,1,1,14.6,21.8,12.1422,8.17317,7.2,-2,0
-0.980469,0.196673,9.8,22.1,0,2.6,9.7,-0.382683,0.92388,20,-0.707107,-0.707107,-0.707107,0.707107,7,9,70,48,1029.5,1027.5,1,1,14.3,21.9,11.5149,5.3994,7.6,-2,0
-0.989314,0.145799,12.5,22.1,4.4,1.8,8.1,6.12323e-17,1,26,-0.707107,-0.707107,6.12323e-17,1,6,11,76,59,1028.8,1025.2,4,3,16.3,20.4,8.28729,4.24107,4.1,-3.6,1
-0.991677,0.128748,9.9,21.7,0,3.4,5.9,-0.707107,0.707107,17,-0.707107,-0.707107,6.12323e-17,1,4,4,72,61,1027.1,1023.6,1,3,15.3,20.1,7.76167,5.0206,4.8,-3.5,0
-0.993747,0.111659,12.5,21.3,0,2.4,5.3,0.92388,0.382683,17,-0.92388,-0.382683,0.382683,0.92388,4,6,92,67,1023.5,1019.3,7,4,14.3,20.6,6.34888,1.28331,6.3,-4.2,0
