Date_x,Date_y,MinTemp,MaxTemp,RainFall,Evaporation,Sunshine,WindGustDir_x,WindGustDir_y,WindGustSpeed,WindDir9am_x,WindDir9am_y,WindDir3pm_x,WindDir3pm_y,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
-0.912375,0.409356,10.4,22.4,0,3.2,9.8,-1.83697e-16,-1,35,0.382683,-0.92388,-1.83697e-16,-1,7,15,50,33,1012.5,1008.7,0,1,17.3,22,0
-0.919286,0.39359,12.9,24,0,5.6,9.8,0.382683,-0.92388,30,-0.382683,-0.92388,-1.83697e-16,-1,9,7,48,34,1015.4,1013.1,0,1,18.5,23.6,0
-0.925925,0.377708,11.3,28.1,0,4.8,9.8,0.707107,0.707107,15,-0.707107,-0.707107,0.382683,0.92388,2,7,57,36,1015.4,1012.2,0,1,18.9,26,0
-0.932289,0.361714,17.2,25.2,0,4.2,9.9,-1.83697e-16,-1,31,-0.382683,-0.92388,-1.83697e-16,-1,11,11,47,33,1019.4,1018.3,1,3,20.1,24.6,0
-0.938377,0.345612,12.8,23.7,0,5.6,8.9,-0.707107,-0.707107,15,-0.707107,-0.707107,-0.382683,-0.92388,4,6,63,42,1023.5,1020.6,5,4,16.9,23,0
-0.944188,0.329408,13.5,21.8,0,3.4,0.5,-0.92388,0.382683,31,-0.707107,-0.707107,-0.707107,0.707107,4,15,66,62,1030,1029.1,7,7,16.6,19.9,0
-0.949718,0.313107,13.7,20.6,1.2,2.6,3.4,6.12323e-17,1,39,-0.707107,-0.707107,-0.707107,0.707107,7,13,83,70,1033.9,1031.5,6,5,16.1,18.6,1
-0.954967,0.296713,14.3,23,2,3.2,7.1,6.12323e-17,1,28,-0.707107,-0.707107,-0.707107,0.707107,4,13,84,56,1032.7,1029.4,4,5,17.9,21.8,1
-0.959933,0.280231,14,21.4,1.6,0.8,5.3,-0.707107,0.707107,30,-0.92388,0.382683,-0.382683,0.92388,7,11,84,65,1029.7,1026.9,6,5,17.6,20.2,1
-0.96901,0.247022,11.4,22.9,0,2.8,5.2,0.707107,0.707107,17,-0.382683,-0.92388,0.707107,0.707107,4,7,72,56,1022.2,1018.7,5,6,16.1,22.5,0
-0.973118,0.230306,14,22.5,0,2,1.8,-1.83697e-16,-1,11,-0.382683,-0.92388,0.707107,0.707107,4,6,82,71,1021.4,1017.1,6,7,17.5,21.7,0
-0.976938,0.213521,17.4,22.5,3.8,1,0,0.707107,0.707107,31,0.707107,0.707107,0.707107,0.707107,11,7,83,94,1014.1,1009.2,8,8,21.7,20.5,1
-0.980469,0.196673,15.8,20.5,110.6,7.2,9.8,-1.83697e-16,-1,37,0.382683,-0.92388,0.382683,-0.92388,9,19,56,49,1010,1008.2,1,5,18.3,19.7,1
-0.983709,0.179767,14.6,20.6,0.2,8,7.4,-1.83697e-16,-1,37,0.382683,-0.92388,0.382683,-0.92388,17,7,57,47,1014.1,1010.8,3,7,16.1,19.8,0
-0.986658,0.162807,13.1,21.5,0,2.2,1.8,0.382683,-0.92388,35,6.12323e-17,1,0.382683,-0.92388,2,13,71,50,1013.2,1011.1,7,6,14.9,20.3,0
-0.989314,0.145799,13.9,19,2.4,2.8,0.2,-1.83697e-16,-1,26,-1.83697e-16,-1,-1.83697e-16,-1,6,6,83,64,1016,1012.6,7,7,14.8,18.2,1
-0.991677,0.128748,14.7,23.5,0,2,7,-1.83697e-16,-1,59,0.707107,-0.707107,-1.83697e-16,-1,4,17,69,53,1012.8,1009.1,7,5,18.9,22.5,0
-0.993747,0.111659,9.4,18.1,0.2,7.6,9.8,-0.382683,-0.92388,46,-0.382683,-0.92388,-1.83697e-16,-1,7,6,46,32,1019.2,1016.9,1,0,13.6,18,0
-0.995521,0.0945367,6.6,17.3,0,3.8,1.6,-0.382683,-0.92388,13,-0.707107,-0.707107,6.12323e-17,1,4,4,68,47,1021.9,1017.3,6,7,9.9,17,0
-0.997001,0.0773865,9.7,17.4,1,1.2,3.9,-1.83697e-16,-1,43,-0.707107,0.707107,0.382683,-0.92388,2,9,88,62,1017.3,1014.5,7,1,13.4,16.7,0
-0.998186,0.0602133,8.6,18.5,1.2,4.4,9.8,0.382683,-0.92388,39,-1.83697e-16,-1,-1.83697e-16,-1,13,11,55,41,1021.4,1019.9,1,1,11.5,18.3,1
-0.999074,0.0430222,8.6,21.7,0.2,4,9.9,-1.83697e-16,-1,19,-0.707107,-0.707107,-0.707107,-0.707107,6,6,59,42,1026.6,1023.6,0,1,13.9,21.4,0
-0.999667,0.0258184,8.3,22.4,0,2.6,9.2,-0.382683,-0.92388,15,-0.707107,-0.707107,0.707107,0.707107,7,6,71,52,1024.6,1020.2,2,1,12.8,20.2,0
-0.999963,0.008607,10.9,22.6,0,2.4,9.6,0.382683,-0.92388,35,-1,1.22465e-16,0.382683,-0.92388,4,15,62,32,1020.6,1017.4,0,1,17.1,21.7,0
-0.999963,-0.008607,8.7,21.6,0,5.4,9.8,-0.382683,-0.92388,15,-0.707107,-0.707107,-0.382683,-0.92388,6,4,51,31,1024.9,1022.7,0,0,14.2,21.2,0
-0.999667,-0.0258184,7.2,22.1,0,2.8,9.9,0.707107,0.707107,13,-0.707107,-0.707107,0.382683,0.92388,6,6,65,40,1027.5,1023.1,1,1,12.3,21.8,0
-0.999074,-0.0430222,8.8,22.7,0,4,8.9,0.707107,0.707107,20,-0.92388,-0.382683,0.707107,0.707107,4,9,73,52,1023.7,1018.8,4,1,13.7,21.5,0
-0.998186,-0.0602133,13.6,19.4,2,1.4,1,-0.382683,-0.92388,26,-0.382683,-0.92388,0.707107,0.707107,7,6,93,86,1015.9,1011.5,7,7,16.1,18.7,1
-0.997001,-0.0773865,10.9,16.6,6.8,2,9.7,-1.83697e-16,-1,50,-1.83697e-16,-1,-1.83697e-16,-1,17,22,56,46,1016.1,1012.4,1,1,12.9,16,1
-0.995521,-0.0945367,11.2,20.2,0.2,6.6,9.7,-1.83697e-16,-1,39,-1.83697e-16,-1,0.382683,-0.92388,17,15,58,48,1014.8,1013.3,1,0,16.1,19.6,0
-0.993747,-0.111659,10.4,23.1,0,4,9.8,-1.83697e-16,-1,24,-0.382683,-0.92388,-1.83697e-16,-1,7,11,63,46,1018.6,1015.1,1,1,16.5,22.3,0
-0.991677,-0.128748,10.2,23,0,3.4,9.6,-0.92388,-0.382683,17,-0.707107,-0.707107,-0.382683,-0.92388,4,4,67,41,1020.9,1018.2,0,1,16.4,22.4,0
-0.989314,-0.145799,10.7,23.6,0,4.2,9.4,-0.382683,0.92388,20,-0.707107,-0.707107,6.12323e-17,1,6,9,65,49,1023.8,1020.4,1,1,15.6,21.7,0
-0.986658,-0.162807,11.8,21.3,0,2.6,2.1,0.382683,0.92388,13,-0.92388,-0.382683,0.707107,0.707107,4,6,87,73,1022.2,1017.5,7,6,15.4,20.5,0
-0.983709,-0.179767,13.5,23.5,0,0.4,2.7,-1.83697e-16,-1,20,-0.707107,0.707107,-0.382683,-0.92388,2,2,90,65,1018.9,1014.8,7,7,16.9,22.9,0
-0.980469,-0.196673,16.8,21.1,0.2,3.2,3.1,0.382683,-0.92388,31,-1.83697e-16,-1,-1.83697e-16,-1,11,15,48,27,1021,1020.2,7,8,17.1,19.9,0
-0.976938,-0.213521,11.7,17.8,0,6,0.1,-0.382683,-0.92388,19,-0.707107,-0.707107,-0.92388,-0.382683,6,4,37,46,1027.9,1025.7,8,8,14.9,17.5,0
-0.973118,-0.230306,12.2,18.9,0,3.2,0,-0.707107,0.707107,24,-0.92388,-0.382683,-0.707107,0.707107,6,11,75,67,1027.7,1024.7,7,7,14,17.8,0
-0.96901,-0.247022,14,18.2,0,3,0,-0.707107,0.707107,24,-1,1.22465e-16,-1,1.22465e-16,6,4,63,87,1028.2,1026.5,8,8,17.2,15.6,0
-0.964614,-0.263665,14.3,23.1,12.6,1.4,3,6.12323e-17,1,24,-0.707107,-0.707107,-0.382683,0.92388,4,9,87,68,1027.5,1024.5,7,7,17.4,21.1,1
-0.959933,-0.280231,15.6,23.5,6,2.4,6.8,0.707107,0.707107,17,-0.707107,-0.707107,0.382683,0.92388,4,9,87,60,1026.6,1023.5,5,3,18.1,23,1
-0.954967,-0.296713,15.6,24.7,0.4,2.6,8.2,0.382683,0.92388,19,-0.707107,-0.707107,0.707107,0.707107,4,7,97,58,1024.6,1020.6,1,1,16.4,23.6,0
-0.949718,-0.313107,14.4,25.6,0,2.4,8.9,0.92388,0.382683,17,-0.707107,-0.707107,0.92388,0.382683,4,7,78,63,1022.7,1018.4,2,3,18.6,24.3,0
-0.944188,-0.329408,14.8,27.1,0,3.2,8.7,0.707107,-0.707107,15,0.382683,0.92388,0.707107,0.707107,2,6,79,56,1019.1,1015,7,2,20.6,25.9,0
-0.938377,-0.345612,15.8,27.6,0,2.8,9.1,0.92388,0.382683,20,-0.382683,-0.92388,0.707107,0.707107,4,7,96,61,1016.6,1010.9,1,1,18.1,25.7,0
-0.932289,-0.361714,18,29.1,0,3.2,9.7,-1.83697e-16,-1,46,0.707107,-0.707107,0.382683,-0.92388,6,17,58,36,1009.7,1007.4,1,1,26.2,28.8,0
-0.925925,-0.377708,13.3,22.8,0,8,10.1,-1.83697e-16,-1,19,-0.382683,-0.92388,0.382683,0.92388,4,9,35,39,1016.9,1012.9,2,1,17.7,21.1,0
-0.919286,-0.39359,12.7,23,0,4,10,-1.83697e-16,-1,26,-0.382683,-0.92388,0.382683,-0.92388,7,9,43,30,1018.8,1015.1,1,3,16.9,21.4,0
-0.912375,-0.409356,13.1,19.4,0,6,1.6,-1.83697e-16,-1,22,0.382683,-0.92388,0.382683,-0.92388,9,6,44,37,1019.6,1016.2,7,6,15.9,18.3,0
-0.905193,-0.425,14.4,20.3,0,3.6,1.8,0.382683,-0.92388,28,-1.83697e-16,-1,-1.83697e-16,-1,11,11,41,36,1018.7,1016.6,7,6,16.6,20.1,0
-0.897743,-0.440519,9.2,22.6,0,3.2,9.5,-0.382683,-0.92388,19,-0.707107,-0.707107,6.12323e-17,1,6,6,47,38,1024.2,1021.5,0,1,15.8,21.8,0
-0.890028,-0.455907,9.2,24,0,4,9.8,0.707107,-0.707107,15,-0.707107,-0.707107,0.92388,0.382683,7,6,59,38,1024,1019.4,1,1,14.7,22.8,0
-0.882048,-0.47116,8.5,23.4,0,2.4,10.2,0.382683,0.92388,19,-0.707107,-0.707107,6.12323e-17,1,6,4,56,27,1021.4,1018.1,0,0,15.7,22.6,0
-0.873807,-0.486273,8.5,24.5,0,4.2,10,0.707107,0.707107,15,-0.707107,-0.707107,0.707107,0.707107,6,6,58,39,1021.3,1016.5,0,0,14.8,23.9,0
-0.865307,-0.501242,9.1,25.6,0,2.6,10,0.382683,0.92388,15,-0.382683,-0.92388,0.707107,0.707107,6,4,63,31,1019.2,1014.7,0,0,14.2,24.9,0
-0.856551,-0.516062,12.6,23.8,0,4,2.3,0.92388,-0.382683,22,-0.92388,0.382683,0.707107,-0.707107,2,6,72,63,1015,1010.5,7,7,16.6,22.3,0
-0.83828,-0.54524,11.7,20.8,0.8,6.8,4.4,-0.382683,-0.92388,41,-0.707107,-0.707107,-1,1.22465e-16,11,13,64,54,1014.3,1016.4,7,7,17.5,18.8,0
-0.82877,-0.559589,11.6,20.9,0.2,4,9.1,-0.92388,-0.382683,30,-0.92388,-0.382683,-0.707107,0.707107,9,11,59,42,1024.8,1022.8,1,3,16.7,20.4,0
-0.819015,-0.573772,10.9,22.4,0,3.8,9.6,6.12323e-17,1,20,-0.707107,-0.707107,-0.92388,0.382683,6,6,70,49,1025.7,1023.1,4,2,15.3,22,0
-0.809017,-0.587785,10.8,22.4,0,3.8,9.6,6.12323e-17,1,22,-0.707107,-0.707107,0.382683,0.92388,4,11,77,53,1026.2,1022.4,4,5,14.4,20.4,0
-0.798779,-0.601624,12.6,22.8,0,4,9,6.12323e-17,1,20,-0.92388,-0.382683,6.12323e-17,1,6,7,68,55,1024.5,1021.2,1,6,16.8,20.4,0
-0.788305,-0.615285,10.1,23.3,0,2.8,9.8,0.92388,-0.382683,19,-0.92388,-0.382683,0.707107,0.707107,4,7,69,41,1024.5,1021.1,1,1,15.9,21.8,0
-0.777597,-0.628763,11.2,24.4,0,3.6,9.9,0.382683,0.92388,20,-0.382683,-0.92388,0.707107,0.707107,4,9,66,54,1023.4,1019.4,1,2,16.5,22.6,0
-0.766659,-0.642055,11.8,26.4,0,3.6,7.8,-0.382683,-0.92388,31,0.92388,0.382683,0.707107,-0.707107,4,9,61,41,1021.4,1016.8,3,6,20.1,24.7,0
-0.755493,-0.655156,13.4,22.7,5,3.4,10,-0.707107,0.707107,22,-0.707107,-0.707107,6.12323e-17,1,6,7,71,52,1022,1019.8,1,1,17.4,22.1,1
-0.744104,-0.668064,11.6,23.7,0,4,10.2,0.382683,-0.92388,22,-0.382683,-0.92388,0.707107,-0.707107,7,9,75,30,1023.6,1019.1,6,1,16.5,23,0
-0.732494,-0.680773,10,23.6,0,3.6,10.2,6.12323e-17,1,24,-0.707107,-0.707107,0.382683,0.92388,6,11,56,38,1026.5,1023.4,1,1,16,22.5,0
-0.720667,-0.693281,12,22.7,0.2,5.6,8.6,6.12323e-17,1,37,-0.707107,-0.707107,-0.382683,0.92388,4,17,75,53,1029.6,1027.3,6,4,14.7,21,0
-0.708627,-0.705584,11.5,22.9,0.2,5.4,10.4,6.12323e-17,1,28,-1.83697e-16,-1,-0.382683,0.92388,6,13,65,42,1030.6,1027.1,1,1,17.5,21.3,0
-0.696376,-0.717677,10.7,22.7,0,6,9.2,6.12323e-17,1,24,-0.707107,-0.707107,6.12323e-17,1,6,9,66,48,1027.3,1023,5,1,15.3,22.4,0
-0.683919,-0.729558,11.8,21.4,1,3.6,3,-0.707107,0.707107,20,0.382683,-0.92388,0.707107,0.707107,6,4,87,58,1025,1021.5,6,4,13.9,20.5,0
-0.67126,-0.741222,11.4,23.3,0.4,4.4,8.4,0.382683,0.92388,24,-1.83697e-16,-1,0.382683,0.92388,4,11,77,42,1023.5,1019.1,5,2,16.5,22.1,0
-0.658402,-0.752667,12.5,25.3,0,1.8,7.3,0.382683,0.92388,20,0.707107,0.707107,0.707107,0.707107,2,9,69,70,1019.3,1015.2,1,5,20.6,22.1,0
-0.645348,-0.763889,9.1,22.9,4.4,4.4,10.8,6.12323e-17,1,19,-1.83697e-16,-1,0.382683,0.92388,7,9,47,44,1020.6,1016.8,1,1,15.3,21,1
-0.632103,-0.774884,11.4,24.5,0.2,3.4,9.7,0.707107,0.707107,28,-0.382683,-0.92388,0.707107,0.707107,4,11,72,56,1018.5,1014.2,5,3,16.6,22.4,0
-0.618671,-0.78565,16.6,26.3,0,3.6,9.1,0.707107,0.707107,20,1,0,0.382683,0.92388,6,9,62,57,1014.5,1011.3,1,4,22.7,24.6,0
-0.605056,-0.796183,19.4,21.8,1,4.4,0,0.707107,0.707107,24,1,0,-0.92388,-0.382683,2,6,89,88,1008.3,1007,7,8,21.1,17.1,0
-0.591261,-0.80648,14.2,20.8,9.6,2.4,9.9,0.382683,-0.92388,50,-1.83697e-16,-1,-1.83697e-16,-1,19,11,57,40,1011.6,1010.6,1,1,15.9,20.3,1
-0.577292,-0.816538,9.1,21,0,7.2,9.9,-1.83697e-16,-1,28,-0.382683,-0.92388,0.382683,0.92388,6,2,54,42,1017.8,1014,1,3,15.5,19.6,0
-0.563151,-0.826354,10.2,21.8,0,5.2,11,-1.83697e-16,-1,24,-0.707107,-0.707107,-0.382683,-0.92388,7,7,43,27,1020.5,1017.9,1,1,15.8,21,0
-0.548843,-0.835925,9.6,23.7,0,5.2,11,-1.83697e-16,-1,19,-0.707107,-0.707107,0.382683,0.92388,7,2,53,36,1024.3,1020.9,0,1,16.6,23.2,0
-0.534373,-0.845249,11,23.7,0,4.4,10.8,0.382683,0.92388,24,-0.707107,-0.707107,0.707107,0.707107,6,11,65,48,1026.6,1024,1,1,17.4,22.3,0
-0.504961,-0.863142,11.9,23.7,0,5.8,4.4,0.707107,0.707107,20,-0.707107,-0.707107,0.707107,0.707107,4,7,68,60,1027.1,1021.8,6,7,18.3,21.4,0
-0.490029,-0.871706,14.2,26.1,0,1.8,7.5,0.707107,0.707107,28,-0.382683,-0.92388,0.382683,0.92388,2,11,69,57,1021.5,1016.8,4,5,20.3,23.6,0
-0.474951,-0.880012,18.8,25.6,0,5,7.6,0.92388,0.382683,33,0.92388,0.382683,0.92388,0.382683,7,11,66,64,1016,1010.2,6,3,23.2,24.4,0
-0.459733,-0.888057,16.2,23.2,9.6,6.4,10.7,-1.83697e-16,-1,52,0.382683,-0.92388,-1.83697e-16,-1,19,15,57,43,1013.4,1012.3,4,5,19.6,21.8,1
-0.444378,-0.895839,12.3,24.2,0,9.2,10.5,-1.83697e-16,-1,24,-0.382683,-0.92388,0.382683,0.92388,7,13,47,34,1022.7,1020.8,1,1,18.4,22,0
-0.428892,-0.903356,12,23.3,0,4.8,9.5,6.12323e-17,1,30,-0.382683,-0.92388,-0.382683,0.92388,6,11,59,42,1028.7,1025.8,5,6,18.5,22.6,0
-0.413279,-0.910605,13.1,23.3,0.2,5.4,3.9,6.12323e-17,1,28,-0.707107,-0.707107,-0.382683,0.92388,4,11,59,53,1029.2,1026.3,2,7,19.8,21.7,0
-0.397543,-0.917584,15.9,23.7,0,4,7.4,6.12323e-17,1,26,-0.707107,0.707107,-0.382683,0.92388,6,11,70,50,1029,1026.3,7,4,19.9,22.8,0
-0.381689,-0.924291,13.9,24.4,0.2,3.8,9.6,6.12323e-17,1,30,6.12323e-17,1,6.12323e-17,1,9,13,58,51,1028.3,1024.9,1,4,20.9,22.9,0
-0.365723,-0.930724,15.2,22.2,0,5.4,4.4,0.382683,0.92388,37,0.382683,0.92388,0.382683,0.92388,17,15,64,70,1024.5,1021,2,7,21.9,21.3,0
-0.349647,-0.936881,16.2,23.3,7.2,3.4,2.9,0.707107,0.707107,28,0.707107,0.707107,1,0,6,7,79,87,1020,1016.2,6,7,21.4,19.7,1
-0.333469,-0.942761,13,24,14,7.2,11,0.382683,0.92388,24,-0.382683,-0.92388,0.707107,0.707107,7,9,58,50,1019.4,1016.2,1,1,18.6,22.9,1
-0.317191,-0.948362,13.6,25.3,0,4,10.9,0.382683,0.92388,22,-0.707107,-0.707107,0.382683,0.92388,6,11,68,55,1021.3,1018.1,1,1,19.9,23.7,0
-0.30082,-0.953681,15.7,26.5,0,5,9.7,0.382683,0.92388,26,0.707107,0.707107,0.382683,0.92388,4,13,71,60,1022.1,1018.7,5,3,22.5,24.6,0
-0.284359,-0.958718,18.4,25.9,0,7.4,9.1,0.92388,0.382683,31,1,0,0.92388,0.382683,11,11,60,68,1019.5,1015.6,3,3,23.7,24.7,0
-0.267814,-0.963471,19.4,26.7,0,5.6,1.3,-0.382683,-0.92388,30,-1.83697e-16,-1,0.92388,-0.382683,4,6,77,64,1017.6,1013.7,7,6,21.3,24.9,0
-0.25119,-0.967938,16.9,25.7,3,3.4,10.2,-1.83697e-16,-1,37,-0.382683,-0.92388,-1.83697e-16,-1,7,13,64,52,1018.8,1017,1,1,22.6,24.8,1
-0.234491,-0.972118,13.3,25.5,0.2,5.8,10.1,0.382683,0.92388,24,-1.83697e-16,-1,0.707107,0.707107,6,9,61,61,1023.3,1018.8,1,2,19.7,22,0
-0.200891,-0.979614,17.8,22.3,3.4,6.9,1.1,-1.83697e-16,-1,37,0.382683,-0.92388,0.382683,-0.92388,17,13,58,47,1013.2,1011.7,7,6,18.3,21.7,1
-0.183998,-0.982927,12.8,25.3,0,5.2,8.6,0.707107,0.707107,19,-1,1.22465e-16,0.707107,0.707107,4,9,41,36,1018.7,1015.9,4,7,19.9,23.7,0
-0.150055,-0.988678,15,24.7,4.6,2.7,11.6,-1.83697e-16,-1,39,-1.83697e-16,-1,-1.83697e-16,-1,11,20,49,35,1012.7,1008.5,1,3,19.8,24.1,1
-0.133015,-0.991114,13.9,25.2,0,7.6,11.4,0.707107,-0.707107,31,-0.382683,-0.92388,-1.83697e-16,-1,15,11,43,35,1012.2,1008.5,0,1,19.1,24.9,0
-0.115935,-0.993257,11.6,26.3,0,5.8,11.3,0.382683,0.92388,20,-0.382683,-0.92388,0.382683,0.92388,7,13,52,41,1013,1008.2,1,1,20.9,24.7,0
-0.0988201,-0.995105,14.1,28.8,0,5.8,8.6,0.382683,-0.92388,37,-1.83697e-16,-1,-0.382683,-0.92388,2,13,70,42,1009.6,1005.5,6,5,18.1,26.6,0
-0.0816764,-0.996659,15.5,27.6,0,7.4,11.3,-1.83697e-16,-1,24,-0.382683,-0.92388,0.707107,0.707107,9,4,46,36,1013.6,1009.3,1,2,21.8,26.3,0
-0.0645084,-0.997917,15.8,26.6,0,6.8,7.9,0.382683,-0.92388,24,-0.382683,-0.92388,-0.382683,-0.92388,6,7,45,23,1015.2,1010.7,6,3,18.6,25.9,0
-0.0473214,-0.99888,10.4,27,0,6,10.6,0.382683,0.92388,28,-0.707107,-0.707107,0.382683,0.92388,4,11,36,38,1014.1,1010.4,0,3,22.6,24.5,0
-0.0301203,-0.999546,17.9,24.1,0,7.4,0.6,0.92388,-0.382683,35,1,0,0.92388,-0.382683,4,9,57,48,1009.2,1006.5,7,8,22.2,21.9,0
-0.0129103,-0.999917,16.4,25.7,5.8,5,11.3,-1.83697e-16,-1,44,0.382683,-0.92388,-1.83697e-16,-1,13,20,36,20,1007.2,1003.9,1,0,20,25.4,1
0.00430354,-0.999991,14.5,27,0.2,10.2,11.8,-1.83697e-16,-1,37,-0.382683,-0.92388,-1.83697e-16,-1,15,15,30,21,1013.2,1010.3,0,0,21.3,26.4,0
0.0215161,-0.999769,12.3,26.9,0,9.2,11.6,0.382683,0.92388,26,-0.382683,-0.92388,0.382683,0.92388,4,15,36,34,1017,1012.3,0,7,21.5,24.8,0
0.0387223,-0.99925,18.6,26.7,0,5.8,1,0.382683,-0.92388,76,1,0,0.707107,0.707107,2,6,56,87,1010,1006.6,7,8,23.7,22.3,0
0.055917,-0.998435,13,26.2,16.2,6.8,11.1,0.382683,-0.92388,28,-0.382683,-0.92388,-1.83697e-16,-1,7,11,44,25,1014.9,1011.4,2,1,20,25.7,1
0.0730951,-0.997325,12.1,28.7,0,8,11.9,-1.83697e-16,-1,30,-1.83697e-16,-1,-0.382683,-0.92388,9,9,35,24,1018,1014.9,0,1,22.8,28.5,0
0.0902516,-0.995919,12.3,29.1,0,7.8,11.5,-1.83697e-16,-1,19,-0.382683,-0.92388,0.382683,0.92388,7,11,29,25,1022.5,1019.1,0,0,22.8,26.2,0
0.107381,-0.994218,12.4,29,0,7.2,11.3,0.382683,0.92388,24,-0.92388,-0.382683,0.707107,0.707107,6,13,42,20,1024.4,1020.4,0,1,22.4,27,0
0.14154,-0.989932,16.3,25.5,0,5,6.9,-0.382683,0.92388,33,-0.707107,0.707107,-0.382683,0.92388,9,11,58,57,1020.3,1019.4,4,7,23.9,21.7,0
0.158559,-0.987349,16,26.4,0,7.8,10.2,0.382683,0.92388,26,-1,1.22465e-16,0.92388,0.382683,4,9,53,52,1018.9,1013.3,1,0,23.1,24.5,0
0.175531,-0.984474,16.8,29.2,0,16,10.7,-0.382683,0.92388,33,0.92388,-0.382683,6.12323e-17,1,4,19,56,59,1010.2,1009.9,1,3,25.3,24.1,0
0.192452,-0.981306,16.6,24.5,0,8,8.2,6.12323e-17,1,26,-0.382683,0.92388,0.382683,0.92388,7,11,53,53,1016.5,1012.4,7,3,21,22.6,0
0.24285,-0.970064,12.7,24.1,0,10.2,11.6,0.382683,0.92388,30,-0.382683,0.92388,0.382683,0.92388,6,13,45,40,1024.1,1020.7,3,2,21,22.6,0
0.259512,-0.96574,12.2,25.4,0,6.2,11.8,0.707107,0.707107,33,0.382683,-0.92388,0.707107,0.707107,6,15,48,39,1021.6,1016.6,1,3,21.6,23.8,0
0.276097,-0.96113,17.3,28.3,0,9,7.5,-1.83697e-16,-1,59,0.92388,-0.382683,0.92388,0.382683,9,13,49,54,1015.1,1009,6,7,25.1,26.1,0
0.2926,-0.956235,12.3,25.7,10.8,9.8,12.6,-0.382683,-0.92388,22,-1,1.22465e-16,0.382683,0.92388,6,11,38,34,1018.4,1014.5,1,1,21,24.4,1
0.309017,-0.951057,14,29.4,0,6.2,12.1,0.707107,0.707107,24,-0.707107,-0.707107,0.382683,0.92388,4,15,41,38,1019,1015.1,1,3,23.2,26.6,0
0.341571,-0.939856,17.1,26.8,0,5.8,12,0.707107,0.707107,26,0.92388,0.382683,0.707107,0.707107,9,11,54,52,1023.1,1018.9,2,4,24.8,25.1,0
0.357698,-0.933837,18.2,27.6,0,9.2,8.1,0.382683,0.92388,31,1,0,0.707107,0.707107,9,9,52,62,1017.2,1012,6,7,25,24.4,0
0.37372,-0.927542,15,21.6,3,7.2,0.1,-1.83697e-16,-1,26,-0.382683,-0.92388,-0.382683,-0.92388,7,4,55,36,1015.7,1014.4,6,7,17.9,21.2,1
0.38963,-0.920971,12.2,25.3,0,6.2,12.4,0.707107,0.707107,24,-1,1.22465e-16,0.707107,0.707107,6,9,46,38,1019.4,1014.7,2,1,20.9,24.4,0
0.405426,-0.914128,13.9,27.5,0,6.6,12.3,-0.707107,0.707107,33,0.92388,-0.382683,0.707107,0.707107,6,11,48,39,1020.3,1016.9,1,1,22.4,25.3,0
0.421101,-0.907014,15,28,0,8,12.2,0.707107,0.707107,31,1,0,0.707107,0.707107,7,13,46,54,1020.4,1016.2,1,1,25.4,25.7,0
0.436651,-0.899631,16.7,29.2,0,10.4,11.6,0.382683,0.92388,26,0.707107,-0.707107,0.707107,0.707107,7,9,51,48,1018.2,1013.7,5,2,23.6,27,0
0.452072,-0.891981,17.7,28.6,0,8,10.2,0.707107,0.707107,26,-0.92388,0.382683,0.92388,0.382683,4,11,54,44,1017.8,1014.1,3,4,25.7,26.7,0
0.467359,-0.884068,18.5,28.2,0,6.6,10.5,6.12323e-17,1,28,0.707107,0.707107,0.382683,0.92388,7,13,49,51,1019.4,1016.5,5,5,25.5,25.8,0
0.482508,-0.875892,17.4,27.7,0,8,12.3,0.382683,0.92388,31,0.707107,0.707107,0.707107,0.707107,7,9,52,45,1020.3,1015.5,3,2,25.6,26.8,0
0.497513,-0.867456,20,28.3,0,8.8,5.3,6.12323e-17,1,22,0.382683,-0.92388,0.707107,0.707107,6,9,61,60,1013.8,1009.9,7,3,24.5,27.2,0
0.512371,-0.858764,20.8,26.3,1.4,5.2,2.4,-0.707107,0.707107,17,-0.92388,-0.382683,0.707107,0.707107,2,7,78,88,1011.1,1007.3,7,6,22.8,23,1
0.556017,-0.831171,20.2,29.3,0,8,11.7,0.707107,0.707107,30,-0.92388,-0.382683,0.92388,0.382683,4,13,39,48,1016.4,1011.9,1,2,26.3,27.3,0
0.570242,-0.821477,17.2,34.4,0,9,12.3,0.707107,0.707107,31,0.707107,-0.707107,0.707107,0.707107,4,13,50,45,1011.9,1006.4,0,1,26.5,29.6,0
0.584298,-0.811539,16.7,33.3,0,7.6,12.6,0.382683,0.92388,26,-1,1.22465e-16,0.382683,0.92388,4,13,28,46,1010.7,1006.9,1,1,26.9,28.4,0
0.598181,-0.801361,20.4,28.9,0,8.8,12,0.382683,0.92388,30,0.382683,0.92388,0.707107,0.707107,9,11,61,55,1015.7,1011.9,3,1,25.3,26.9,0
0.611886,-0.790946,22.6,32.5,0,9,9.6,0.707107,0.707107,28,0.92388,0.382683,0.92388,0.382683,7,13,56,57,1014.2,1010,3,8,28.5,28.9,0
0.625411,-0.780296,21.6,31.7,1,6.8,8.5,0.707107,0.707107,37,0.92388,-0.382683,0.92388,0.382683,7,17,59,58,1014.2,1008.2,7,3,28,28.3,0
